Churn,Support_Calls,Total_Spend,Payment_Delay,Contract_Length=Monthly
1,3,323.05,23,0
0,0,575.01,18,0
1,4,181,30,0
1,9,612,8,0
0,2,852.11,2,0
0,0,788.47,11,0
0,1,698.12,8,0
0,2,758.78,11,0
0,3,524.7,17,0
1,10,283,25,0
0,4,740.24,19,0
1,4,552,8,0
1,2,768,20,1
0,2,743.38,2,0
0,2,668.58,16,0
0,2,846.84,7,0
0,2,870.09,14,0
1,7,170,5,0
0,0,865.02,12,0
1,2,841,19,1
0,3,789.39,0,0
0,2,781.63,13,0
0,1,845.29,5,0
1,9,122.99,21,1
1,4,128,4,1
0,0,523.26,3,0
0,3,568.89,20,0
1,1,553,13,0
0,0,711.2,0,0
1,8,699,8,0
0,4,596.28,8,0
0,3,858.19,16,0
0,0,984.44,8,0
0,2,530.25,11,0
0,2,839.68,6,0
1,2,353.46,8,0
0,3,961.58,13,0
0,1,838.51,17,0
0,0,923.71,15,0
1,10,866.1,30,0
1,0,503,23,0
1,10,175,15,0
0,2,631.21,15,0
0,3,593.01,3,0
1,1,495,4,0
0,1,625.09,2,0
0,2,671.13,10,0
0,1,605.71,5,0
1,10,516,26,0
1,8,115,27,0
0,3,788.55,1,0
0,4,871.11,20,0
0,2,528.1,12,0
0,1,883.06,20,0
1,7,236.62,12,0
0,0,544.72,9,0
1,4,298,6,1
1,9,888,7,1
1,3,512.79,29,0
0,0,628.83,17,0
0,1,779.06,2,0
0,2,667.76,4,0
1,8,687,9,0
0,2,913.57,10,0
1,4,833,23,0
0,3,956.74,7,0
0,0,973.95,10,0
0,3,632.03,20,0
0,0,558.73,13,0
1,4,167,0,0
0,3,850.84,6,0
0,1,672.28,9,0
0,3,622.59,9,0
1,3,530,17,1
0,2,681.85,16,0
0,0,929.39,8,0
1,4,491,29,0
1,1,387,16,0
0,0,881.66,11,0
1,9,187,7,0
1,6,674.17,16,1
0,3,780.67,7,0
0,4,820.48,14,0
1,3,178.46,28,0
0,0,612.43,19,0
1,1,382,9,0
1,4,963,0,1
1,10,552,22,0
0,0,744.71,18,0
0,3,593.98,3,0
0,4,501.35,14,0
0,2,830.97,6,0
1,3,416,13,1
1,1,131,20,1
0,2,966.95,13,0
0,0,930.54,6,0
1,1,867.23,29,0
1,2,220,15,0
1,2,130,27,1
0,3,537.1,0,0
0,2,501.46,20,0
0,0,999.81,1,0
0,0,911.82,19,0
0,0,949.39,9,0
1,10,881,13,0
1,10,321,27,0
1,0,151,11,0
0,2,793.23,14,0
1,6,205.86,23,0
0,0,929.1,4,0
0,3,738.06,0,0
1,10,172.35,13,0
1,9,914,7,1
1,1,571,19,1
1,9,368,3,0
1,7,563.35,24,0
0,1,825.92,8,0
1,10,366,16,1
1,5,249.7,14,0
1,2,506.86,20,1
1,2,734,12,1
1,9,332.71,19,1
1,3,627,28,0
1,4,803,3,0
1,2,608,19,0
1,5,285.75,27,0
0,0,670.07,1,0
0,0,719.28,8,0
0,1,518.02,19,0
0,0,936.51,13,0
1,2,552,17,1
1,1,681,6,1
1,6,525,1,0
0,0,884.43,20,0
0,3,874.19,10,0
0,0,616.71,4,0
0,0,871.37,11,0
0,0,724.58,4,0
0,1,985.4,2,0
0,3,829.73,11,0
1,8,871,11,0
0,2,702.06,9,0
0,4,807.45,12,0
0,0,860.98,4,0
0,0,586.53,9,0
0,4,933.49,3,0
0,2,509.76,7,0
1,10,176,22,0
0,3,726.83,6,0
1,4,178,19,1
1,3,115,21,0
1,9,232,14,1
0,1,514.34,19,0
1,10,950,7,0
0,1,880.71,19,0
0,1,526.13,3,0
1,10,643,2,0
1,9,221,28,0
0,0,514.72,9,0
1,6,962,9,1
1,8,207,12,1
0,2,669.15,13,0
0,2,514.55,10,0
0,0,990.19,20,0
1,3,300,12,1
1,7,531,28,0
1,0,626,24,0
1,6,795,18,1
0,1,993.16,12,0
0,0,620.73,9,0
0,0,894.54,0,0
0,2,538.89,15,0
1,6,245.51,23,0
1,5,106,20,0
1,9,837,26,1
1,3,236,23,1
1,10,283,27,1
0,0,914.8,12,0
0,1,955.35,16,0
1,4,362,21,0
0,1,670.6,0,0
0,2,965.84,20,0
0,2,558.64,2,0
1,7,754.48,16,0
0,5,537.49,1,0
0,4,552.06,2,0
1,10,487.49,3,0
1,5,380.09,28,0
1,3,547.01,4,1
1,3,758,16,1
0,0,971.43,5,0
0,3,973,3,0
1,4,234,6,1
1,10,918,16,0
0,0,993.38,18,0
0,1,891.85,0,0
0,1,574,10,0
1,8,746,20,1
1,1,219,8,1
1,0,291.86,3,0
1,5,824,17,0
0,1,500.72,6,0
0,0,989.78,19,0
1,7,515.71,11,0
1,9,346,23,0
0,1,671.82,16,0
0,0,795.62,9,0
1,9,240.65,12,0
0,0,760.45,7,0
1,0,391,22,0
1,5,337,15,1
1,2,771,26,1
0,0,977.56,17,0
0,1,645.65,15,0
1,0,384,6,0
0,1,990.08,13,0
1,9,530.68,17,0
1,5,768.51,5,1
1,7,501,2,0
1,1,338,27,1
1,5,755,10,0
0,0,644.63,15,0
0,2,839.86,4,0
1,0,210,8,1
1,4,209.22,24,0
0,0,740.91,14,0
1,9,196.08,3,1
1,5,102,14,0
1,2,221,6,0
0,2,732.14,17,0
0,2,597.43,4,0
1,7,417,10,0
1,4,640,20,0
0,2,813.58,20,0
1,8,753,0,1
1,10,528.23,21,1
0,3,959.9,0,0
1,10,254.14,27,1
1,9,165,29,0
0,3,801.32,1,0
1,6,343,5,0
1,8,731,26,1
1,8,193,5,1
1,7,882,18,0
1,6,903,14,0
0,0,642.19,17,0
0,1,825.32,1,0
1,4,761,12,0
0,0,831.75,1,0
0,3,911.68,14,0
0,4,738.64,10,0
1,1,843,2,1
0,2,865.52,2,0
0,0,981.28,2,0
1,10,684,3,0
0,3,928.02,14,0
0,1,890.86,19,0
0,1,824.65,15,0
0,1,950.54,6,0
1,4,953,1,1
0,1,687.76,11,0
1,0,582,14,0
1,1,318,21,0
0,0,905.26,20,0
0,0,728.34,10,0
0,0,769.19,18,0
1,0,656,22,1
0,4,648.53,7,0
0,3,518.88,0,0
0,4,707.96,3,0
0,4,907.24,6,0
0,1,790.42,5,0
0,1,672.57,20,0
0,0,809.83,2,0
1,7,899,7,0
0,2,578.03,5,0
1,10,960,9,1
1,1,738,18,1
1,9,741,20,0
0,3,620.88,13,0
1,0,369.69,29,1
0,1,981.18,17,0
0,0,856.06,4,0
1,7,927.36,3,0
1,7,558,18,0
0,3,835.18,20,0
1,3,649,13,0
1,1,664.54,5,0
1,5,458,23,0
1,4,159,21,0
0,2,961.53,20,0
0,2,625.63,9,0
1,8,464,12,0
1,2,675,28,0
0,0,794.39,20,0
1,9,398,7,0
0,2,794.24,11,0
1,1,272.34,12,0
1,3,211,26,0
1,5,303,4,1
1,3,253,27,1
1,2,115,27,0
0,2,630.17,19,0
0,4,983.47,18,0
0,1,858.99,7,0
0,3,899.42,7,0
1,4,613,9,0
0,1,817.07,19,0
0,0,567.9,5,0
0,2,952.43,18,0
0,3,831.01,0,0
1,2,710,3,1
0,0,625.24,12,0
1,4,353,2,0
1,2,154,12,1
1,1,486,27,0
0,5,823.22,16,0
1,2,709.6,27,0
1,3,810,26,0
0,2,746.55,12,0
0,5,706.11,18,0
1,6,922.38,7,0
0,3,802.99,11,0
0,1,788.42,4,0
0,2,765.39,10,0
1,1,841,0,1
1,6,704.94,30,0
0,1,836.05,12,0
0,1,776.77,14,0
0,1,890.23,19,0
1,3,636,27,0
1,2,805,5,0
1,8,688.24,26,1
1,7,767,14,0
0,0,847.32,19,0
0,1,604.79,14,0
0,1,744,1,0
0,0,737.81,6,0
1,2,180.04,13,0
1,6,631,10,0
1,5,962.07,6,0
0,1,726.45,6,0
1,2,428.29,4,0
0,1,839.37,10,0
0,0,742.06,19,0
0,3,728.34,13,0
1,1,684,8,1
1,10,776,3,1
0,2,991,10,0
1,10,116,8,0
0,3,937.74,7,0
0,3,574.87,9,0
1,6,175,22,0
1,7,196,29,0
0,0,614.27,12,0
1,9,193,11,1
0,1,704.23,14,0
0,3,773.56,19,0
1,2,802,1,0
1,8,357.52,29,1
1,1,518,15,1
0,1,831.04,16,0
1,2,702,11,0
1,3,882,21,0
0,2,921.1,10,0
0,3,900.87,13,0
1,9,257.42,21,0
1,5,313,7,0
0,2,754.18,2,0
1,3,240.11,5,0
1,10,398.13,26,1
0,2,538.31,10,0
1,4,221,26,1
0,0,773.15,20,0
0,1,927.3,15,0
1,9,464,2,0
1,0,362.65,30,0
1,0,647,16,0
1,7,308,28,0
1,0,479,26,1
0,1,546.67,0,0
0,2,998.07,20,0
1,6,193,20,0
1,8,470,11,1
0,3,882.02,5,0
0,4,979.45,6,0
1,3,909,19,0
0,3,523.49,13,0
0,1,719.94,8,0
1,6,551,5,0
0,0,938.85,3,0
1,4,479.64,3,0
0,2,723.19,13,0
0,3,917.34,16,0
1,10,177,10,0
1,7,825.87,0,0
1,4,933,18,1
0,2,707.77,11,0
1,4,359,10,0
1,4,321,6,0
1,4,516,20,1
1,7,391.48,12,1
1,0,358.84,2,0
1,9,770.04,16,1
1,0,217,22,1
1,9,502,28,0
1,10,456,14,0
1,10,463,3,0
1,8,522,21,0
1,6,753,15,0
0,2,735.08,8,0
1,3,298,9,1
1,3,915,6,0
0,0,612.07,11,0
1,3,105,10,1
0,1,907.37,5,0
0,0,951.58,4,0
0,1,891.44,17,0
0,2,732.08,10,0
0,1,788.36,7,0
1,10,961.72,20,0
1,0,627.68,9,0
0,0,520.29,1,0
1,3,912,13,1
0,2,909.96,6,0
1,2,611,10,1
0,3,694.65,17,0
0,4,934.59,11,0
0,2,787.26,2,0
1,5,648,28,1
0,2,533.01,20,0
1,2,301,0,1
1,5,432,22,0
0,0,573.67,0,0
0,3,947.74,0,0
1,2,842,9,0
0,1,767.02,17,0
1,9,307,29,0
0,2,525.58,12,0
1,6,464,22,1
1,6,208,24,1
1,5,687.85,4,0
0,3,509.97,8,0
1,9,180.44,2,0
0,3,922.38,16,0
1,8,258,21,0
0,0,559.68,11,0
1,0,363,21,1
1,0,235,21,0
0,0,791.23,13,0
0,0,843.87,12,0
1,10,828.34,19,0
1,3,597,15,0
0,3,678.87,17,0
0,4,907.8,4,0
1,10,970,3,1
0,2,775.03,15,0
0,3,806.8,7,0
0,3,601.61,1,0
1,1,496,30,0
0,1,515.13,15,0
0,1,616.11,7,0
0,0,983.57,7,0
0,1,502.6,16,0
1,4,890,13,1
1,7,490,8,0
1,3,342.54,29,0
0,0,732.33,13,0
1,10,587,1,0
0,1,551.88,15,0
1,6,609,24,1
0,1,720.51,9,0
1,2,431,11,0
1,8,674.89,28,1
0,2,992.23,18,0
0,0,567.74,1,0
0,0,527,14,0
1,7,924,28,0
1,5,399,14,0
0,5,959.01,9,0
1,9,327.78,1,1
0,2,884.52,15,0
1,6,857,11,0
0,2,671.14,16,0
0,1,642.08,9,0
0,0,743.36,19,0
1,6,251.29,29,0
1,9,159.42,10,1
1,4,315,17,1
0,1,524.03,11,0
0,1,646.66,14,0
0,3,832.08,18,0
1,9,335.79,14,0
0,0,864.86,8,0
1,9,770.13,20,0
0,2,676.44,16,0
0,0,881.77,11,0
0,2,949.67,14,0
0,0,594.03,5,0
1,0,503,14,0
1,3,353,25,0
0,3,563.69,0,0
1,2,955,18,0
1,7,872.37,1,1
0,5,705.69,16,0
1,8,601,0,0
1,7,250,18,0
1,3,447.1,23,1
0,2,968.56,11,0
1,3,255.64,3,0
0,1,954.54,3,0
0,2,612.15,7,0
1,10,139.24,17,0
1,10,104,26,1
1,6,781.96,17,1
1,9,401,11,0
0,2,706.72,12,0
1,5,476,0,0
0,3,529.89,5,0
0,3,782,9,0
1,6,363,11,0
1,2,188,18,1
1,0,590,13,0
1,4,584,5,1
1,0,320,14,0
1,3,944,5,1
1,5,817.71,30,1
1,10,594,0,1
1,0,426,19,1
0,0,656.9,20,0
0,1,964.35,17,0
0,3,542.11,14,0
1,10,345.22,30,0
1,8,911,5,1
1,7,728,22,1
1,7,827,18,0
1,2,445,2,0
1,10,151.04,1,1
0,3,778.32,18,0
1,1,320,10,0
0,0,794.76,3,0
0,1,988.49,13,0
0,2,536.84,18,0
0,1,644.18,8,0
0,2,868.16,0,0
1,7,137,18,0
1,7,915,6,1
1,10,823,25,1
0,2,863.99,15,0
1,4,478,10,0
1,4,769,24,0
1,2,497.82,16,0
0,0,543.02,15,0
0,2,736.86,8,0
0,3,747.13,3,0
1,7,405.93,9,1
0,0,945.54,12,0
1,7,276.28,0,1
0,3,576.72,2,0
0,0,814.65,0,0
0,0,900.23,13,0
1,5,684,27,0
1,8,362,17,0
0,2,638.41,7,0
0,1,555.19,7,0
0,4,541.01,10,0
0,0,837.81,3,0
0,1,588.55,15,0
0,2,845.16,14,0
0,1,850.12,3,0
0,1,871.6,11,0
1,10,699,14,0
1,3,659,15,1
1,8,686,30,0
1,8,714,16,0
1,1,294,5,0
0,2,881.38,7,0
1,10,785.34,0,0
0,2,949.32,18,0
0,0,855,12,0
1,6,311,27,0
1,0,631,21,0
1,3,999,5,0
1,10,473,12,0
1,9,204.06,15,0
1,7,940,19,0
0,0,636.67,6,0
1,1,339,3,0
1,4,822.94,10,0
1,4,134,3,1
1,0,931.71,29,1
0,1,924.97,3,0
1,3,171,30,0
0,2,853.71,17,0
1,3,569.9,21,0
0,1,660.21,2,0
1,0,563,27,0
1,0,391,25,0
1,4,628.35,20,0
0,3,745.89,7,0
1,10,249,12,1
1,1,569,16,0
0,1,610.53,12,0
0,0,889.27,4,0
1,1,325,29,0
1,4,147,16,1
0,1,606.08,20,0
0,1,804.19,7,0
1,0,555,27,1
0,1,844.3,20,0
1,8,959,10,1
0,0,585.35,19,0
0,2,933.65,19,0
1,2,495,10,0
1,2,206,8,1
0,1,746.75,15,0
0,0,638.46,0,0
0,1,847.68,2,0
0,5,961.05,3,0
0,3,775.07,11,0
1,4,767,2,0
0,0,514.35,12,0
0,1,588.88,16,0
0,2,949.77,9,0
1,9,802.87,21,0
1,3,208,21,0
0,2,928.65,20,0
0,3,992.72,19,0
0,1,603.49,20,0
0,0,691.68,10,0
0,3,660.06,8,0
0,0,745.85,13,0
1,0,545,26,0
0,1,950.4,7,0
0,3,811.47,19,0
0,2,591.34,2,0
0,1,788.57,1,0
0,0,928.67,1,0
1,2,258,3,0
1,8,338,15,0
1,7,649,25,0
0,1,778,18,0
1,3,148,2,0
0,3,767.23,15,0
1,3,249,19,0
0,0,639.05,11,0
0,0,661,14,0
0,3,694,6,0
0,1,632.75,19,0
1,8,929,23,0
1,7,134,4,0
0,0,670.62,17,0
0,1,764.35,12,0
0,2,971.04,9,0
0,1,965.85,4,0
1,5,603,23,1
1,6,730,7,0
1,7,194,14,1
1,6,742,0,1
0,4,970.14,12,0
1,6,943,22,1
0,1,765.19,7,0
0,4,713.3,8,0
0,2,720.34,18,0
0,2,712.8,13,0
0,1,556.8,3,0
1,3,716,21,0
0,1,942.86,11,0
1,0,808,29,1
0,2,891.05,9,0
0,2,712.22,12,0
1,0,761,21,0
0,1,841.53,4,0
0,2,921.02,7,0
0,2,831.49,2,0
1,2,310.63,17,0
1,1,722.46,20,1
0,0,717.27,12,0
1,2,325.24,7,0
0,3,531.38,0,0
1,2,823,5,0
0,1,902.19,2,0
0,0,788.4,7,0
0,3,970.39,12,0
1,0,220,30,1
0,2,977.03,16,0
0,2,897.24,17,0
1,6,582,18,1
1,10,256,11,0
1,4,240.72,29,0
1,0,372,18,0
0,0,583.86,4,0
0,0,563.64,16,0
0,2,934.43,11,0
0,4,527.74,1,0
0,4,658.01,12,0
0,0,732.18,6,0
1,7,276,19,0
0,2,733.19,7,0
1,1,495.68,2,0
0,0,939.11,12,0
0,1,934.31,19,0
0,1,635.21,19,0
0,2,706.28,18,0
0,0,849.77,4,0
1,2,331.35,14,0
1,5,915,1,0
1,8,211,2,0
1,9,790,28,1
1,4,754.66,19,1
0,1,801.08,17,0
1,4,334,17,1
1,5,543,17,0
1,2,303,11,0
1,4,706,6,1
0,4,746.3,4,0
1,0,403,10,1
1,9,930,15,0
1,5,505,11,0
0,1,635.38,6,0
1,2,799,23,0
0,4,854.37,13,0
0,2,653.96,13,0
1,7,454.65,1,0
1,2,198.1,8,0
0,0,571.1,1,0
1,10,175,15,0
1,4,435,4,0
1,1,533,23,0
1,2,946,28,0
0,1,584.06,20,0
0,1,967.83,4,0
1,6,607,6,0
0,1,982.74,4,0
1,1,305,28,0
1,3,118,4,1
0,0,705.82,1,0
0,1,639.25,18,0
0,1,553.31,14,0
0,4,986.7,18,0
0,0,976.12,12,0
0,1,569.41,0,0
1,3,704,4,1
1,1,775,16,1
0,0,550.32,0,0
1,2,411,10,0
0,3,532.66,4,0
0,0,742.65,18,0
0,2,873.4,11,0
0,4,710.41,7,0
0,5,941.98,15,0
0,0,593.95,13,0
0,0,830.69,5,0
1,5,684,30,0
0,1,946.49,0,0
1,7,844.81,11,1
0,0,752.23,0,0
1,4,121,19,0
1,8,199.15,14,0
1,0,445,12,1
0,0,917.83,18,0
0,3,955.86,8,0
1,2,499,10,0
1,4,721.49,2,1
1,10,575,25,0
1,6,350.54,16,0
1,2,196,19,0
0,0,930.41,7,0
1,5,352,12,1
1,10,627,28,0
0,0,537.9,12,0
1,1,368,23,0
0,2,783.32,6,0
0,2,697.84,18,0
1,9,898.92,4,1
0,0,851.37,3,0
1,1,461,26,1
0,1,833.44,13,0
0,0,705.78,19,0
0,4,601.04,17,0
0,2,925.66,15,0
0,4,808.39,18,0
1,9,101,25,0
1,0,178.01,16,1
1,8,719,3,0
1,9,852,4,0
0,0,627.99,7,0
0,2,862.02,8,0
1,2,979,13,0
1,3,936,9,1
0,0,813.93,13,0
1,0,290,15,0
0,0,506.29,15,0
0,2,762,3,0
1,4,903.37,5,0
1,9,315,23,1
0,1,832.97,17,0
1,9,155.13,11,0
1,3,718.3,2,0
1,1,445,1,0
1,3,612,30,0
1,5,299.55,17,1
0,0,885.33,11,0
1,5,777.79,28,0
0,0,564.36,1,0
0,3,731.41,19,0
1,3,733,27,0
1,3,459.7,0,0
0,3,966.27,16,0
0,0,551.51,18,0
0,1,627.01,6,0
1,1,218,22,1
1,5,108,16,0
0,1,589.84,6,0
0,1,950.07,18,0
0,4,589.9,0,0
0,3,877.46,4,0
0,3,922.44,18,0
0,1,830.33,19,0
0,3,999.9,10,0
0,5,777.55,14,0
0,1,743.01,2,0
0,3,978.51,9,0
0,1,616.56,9,0
1,4,588,9,0
0,0,993.02,9,0
1,5,895,26,0
1,5,308,18,0
1,2,239.24,8,1
1,9,222.97,28,0
0,4,652.29,16,0
1,7,413,2,1
0,0,547.5,2,0
0,1,685.59,10,0
0,0,530.67,19,0
1,8,384,30,1
0,2,792.38,7,0
1,6,442,4,1
1,10,512,3,1
0,0,512.61,7,0
1,8,421,4,0
0,2,522.21,15,0
0,4,897.22,9,0
0,2,539.88,3,0
0,2,862.05,10,0
0,1,866.84,7,0
1,5,309,22,0
0,2,747.49,0,0
1,5,872,9,1
1,2,831.23,5,1
0,2,761.71,0,0
1,10,828,17,0
0,4,521.1,0,0
0,4,583.83,4,0
0,3,833.72,11,0
1,7,285.89,22,0
1,1,850,9,1
1,10,469,3,1
0,2,703.47,11,0
1,7,647,19,0
0,1,702.85,1,0
1,9,789,16,1
0,0,909.72,20,0
1,0,236,22,0
1,5,680,3,0
0,3,516.54,13,0
0,2,965.93,5,0
1,3,449,0,0
1,9,475.27,10,0
0,1,867.3,4,0
1,0,257,11,0
1,9,627,8,0
0,2,778.21,18,0
0,1,918.19,18,0
1,4,885,16,1
0,0,878.54,19,0
0,1,865.05,11,0
0,0,844.02,1,0
0,1,612.67,15,0
1,4,630,23,0
1,6,606,25,0
1,8,446,2,0
0,4,654.9,3,0
1,5,273,29,0
0,0,587.34,20,0
1,10,760,18,1
1,3,1000,5,0
0,3,931.48,16,0
0,1,706.05,12,0
0,0,565.97,16,0
1,9,616,10,0
0,3,950.49,4,0
1,5,585.31,24,1
1,3,663,28,1
0,3,772.96,11,0
0,2,786.93,4,0
0,4,858.43,16,0
1,4,681,3,1
0,2,699.99,13,0
0,4,795.8,6,0
1,6,568,16,1
0,0,750.45,3,0
1,1,517.46,3,1
0,0,636.02,15,0
0,0,583.46,20,0
1,4,586,15,0
1,6,845,26,0
1,5,667,8,1
0,1,915.08,8,0
1,1,682,28,0
0,4,646.97,14,0
1,8,985,20,0
1,7,559,28,1
1,10,791,19,0
1,7,422,3,1
0,3,761.11,1,0
1,6,962,16,1
1,6,396,15,0
1,4,869,23,1
1,2,407,14,0
1,5,529,27,0
1,0,361,22,1
0,0,770.37,19,0
1,10,535.25,4,0
1,8,457,19,1
1,6,842,30,0
0,2,737.02,5,0
1,4,977,11,0
1,6,526,9,0
0,0,703.12,7,0
0,0,983.79,0,0
1,4,414,0,0
1,6,588.41,1,1
0,4,766.07,11,0
1,6,526,29,1
1,8,308,7,0
1,0,454.09,17,0
0,5,950.37,16,0
1,10,436,6,0
0,3,522.56,2,0
0,3,717.9,10,0
1,3,388,2,1
1,3,136.2,15,1
0,2,551.41,4,0
1,8,974,7,0
0,2,508.24,6,0
1,10,624,1,0
1,2,867,10,1
0,2,820.16,2,0
0,0,950.82,17,0
1,1,818,28,1
0,2,706.88,9,0
1,8,990,6,0
1,2,350.41,13,1
1,8,145,30,1
1,3,591.58,14,1
1,5,808,18,0
0,0,798.59,4,0
0,1,868.48,19,0
0,2,755.38,9,0
1,0,331,18,0
0,4,598.48,18,0
1,0,236,12,0
1,5,933,30,0
0,1,588.13,10,0
1,2,105,14,0
0,1,652.02,14,0
1,5,540.49,28,1
1,10,585,28,0
1,9,626.01,24,1
1,4,367.69,23,0
0,4,649.49,5,0
1,2,390,2,0
0,3,536.35,17,0
0,2,832.1,8,0
0,2,729.31,11,0
0,1,930.45,1,0
1,4,514,17,0
1,10,801,18,1
0,0,535.02,0,0
1,4,869,4,1
1,0,714,0,0
1,1,996,27,1
1,4,336,9,1
1,5,931,23,1
1,10,780,4,1
1,4,613,16,0
0,0,540.38,4,0
0,0,863.14,7,0
1,1,364,25,0
1,8,179,9,1
0,3,802.54,5,0
1,1,945,10,0
1,2,703,15,1
0,2,834.69,7,0
0,0,829.77,9,0
0,4,650.32,8,0
1,0,743,28,1
0,3,698.29,18,0
0,0,604.51,17,0
0,2,627.47,1,0
0,1,740.04,11,0
1,9,889.69,5,0
1,8,207.16,2,0
0,0,999.15,5,0
1,8,203.24,11,0
0,0,820.28,4,0
1,5,793,15,0
0,2,948.47,0,0
0,2,786.2,2,0
1,4,458,9,0
0,1,825.5,19,0
0,1,578.51,10,0
1,4,587,26,0
1,5,387.54,23,1
1,5,611,6,0
0,2,727.3,6,0
1,4,222.52,13,1
1,0,997,23,1
1,5,979.66,14,0
1,0,314,7,0
1,1,588,1,0
1,9,131,16,1
1,10,253,27,0
1,2,596.7,29,0
0,4,523.56,11,0
0,0,784.8,20,0
1,8,891,23,0
0,3,734.67,14,0
0,0,931.29,20,0
0,3,797.83,10,0
0,0,848.62,9,0
0,1,621.33,6,0
1,1,255.49,23,0
1,1,527,4,0
0,3,827.12,7,0
1,2,983,17,1
1,8,659,26,1
1,10,320.77,30,0
1,10,608,3,0
1,7,443.91,26,0
1,9,149,21,1
1,10,488,21,0
0,0,844.02,2,0
0,3,679.77,4,0
0,1,883.83,14,0
0,3,940.21,14,0
0,0,734.93,13,0
1,4,680,10,1
0,1,792.27,3,0
1,10,930.32,25,1
0,1,841.26,3,0
0,1,908.17,15,0
0,3,766.55,1,0
0,0,733.74,20,0
1,10,813,8,0
0,2,995.41,6,0
1,7,642.54,5,0
0,4,800.66,2,0
1,5,667,6,0
0,3,610.92,4,0
1,6,633.16,8,0
1,9,808,4,1
0,3,950.94,8,0
1,10,641,18,0
1,7,477,23,1
1,8,854,4,0
1,6,833,14,0
0,0,768.45,18,0
1,10,390,27,0
0,4,537.33,1,0
1,5,586,15,1
0,4,963.12,15,0
1,10,241,13,1
1,2,699.69,6,1
0,0,542.66,19,0
1,5,800,6,1
1,0,668.73,9,1
0,0,899.43,13,0
1,6,205.88,20,0
1,1,569,7,1
1,4,567,15,1
0,1,766.15,5,0
1,9,308,14,1
1,6,776.26,9,0
1,10,283,17,0
0,0,724.66,11,0
0,2,689.3,12,0
1,3,990,18,1
1,7,688,26,0
1,3,954,16,0
0,0,699.41,7,0
0,3,939.69,20,0
0,2,932.07,2,0
0,3,799.01,16,0
0,3,631.91,0,0
0,1,649,18,0
1,2,968,27,0
0,2,501.58,20,0
1,1,193.09,29,0
0,3,935.76,16,0
1,9,395,8,1
0,1,709.71,11,0
1,4,267,13,0
1,8,324,24,1
1,6,974.96,18,1
0,2,726.61,14,0
1,7,130,26,0
1,8,874,21,0
1,9,496,17,0
1,8,550,12,0
1,1,993,13,0
1,9,357,25,1
0,0,745.71,14,0
1,3,121.99,3,0
1,6,241,10,0
1,4,951.81,15,0
0,0,807.14,0,0
1,9,443.27,10,0
0,1,644,9,0
0,0,591.38,1,0
1,1,668,8,0
1,0,959,27,0
0,2,874.88,15,0
0,3,755.35,3,0
0,0,557.86,8,0
1,1,465.85,4,0
0,0,976.19,4,0
0,0,545.05,0,0
1,10,945,27,1
1,5,771,16,1
1,10,492,7,0
0,0,905.81,14,0
0,3,955.96,19,0
1,8,167,13,0
0,2,530.5,7,0
0,2,918.26,14,0
0,0,817.4,14,0
1,1,402,14,0
0,0,513.03,13,0
0,4,781.31,8,0
0,0,875.31,14,0
1,7,744,1,1
0,2,656.47,3,0
0,5,964.61,0,0
1,6,747,30,0
0,3,775.82,18,0
0,2,843.9,0,0
0,2,688,11,0
1,3,326,12,1
1,5,805,22,0
0,3,585.32,6,0
1,10,791,18,1
1,5,738.49,28,1
1,5,203.15,15,1
1,10,424,14,0
0,0,574.2,1,0
0,1,726.08,4,0
0,1,830.33,1,0
0,4,727.65,8,0
0,0,548.71,18,0
1,5,991,26,0
1,7,407,30,0
1,1,610,8,0
1,8,462,28,0
1,5,134,10,1
0,3,702.55,20,0
0,2,591.89,11,0
1,3,583,22,0
1,10,328,3,0
1,8,506,12,0
1,6,571.96,4,1
1,9,582,30,0
1,10,226,16,0
1,9,760,4,1
0,1,830.31,7,0
0,2,618.31,11,0
0,2,821.73,14,0
1,2,327.48,19,0
0,2,968.61,18,0
1,8,500,22,0
1,7,271.54,27,0
0,2,577.56,1,0
1,7,440,29,0
0,2,656.02,6,0
1,0,330,1,0
1,7,171.8,24,0
1,6,135,10,1
1,10,114,5,1
1,8,295,19,0
1,1,342,22,1
0,0,828.34,10,0
0,3,545.58,20,0
1,5,527.93,29,0
0,1,960.84,17,0
1,9,497,22,0
1,7,311,16,1
0,0,745.33,19,0
0,0,947.48,5,0
0,1,883,7,0
1,2,353,5,1
1,0,684,24,0
1,8,560,10,0
0,1,989.77,13,0
0,3,814.17,7,0
1,5,888,6,0
1,7,882,17,0
1,2,242.98,6,0
1,7,956.72,18,0
0,1,877.62,5,0
0,1,705.81,13,0
0,3,506.33,5,0
0,2,615.87,3,0
0,0,545.68,11,0
1,2,887,4,1
0,0,766.04,17,0
1,8,600,11,0
1,10,354,5,0
0,0,661.48,5,0
1,0,321,0,0
0,2,548.35,8,0
1,8,413,6,0
1,9,918,18,1
0,0,593.22,13,0
0,2,684.66,14,0
1,7,328.21,11,0
0,2,644.23,0,0
1,4,965,21,0
1,6,942,15,0
0,0,653.45,8,0
0,0,774.88,20,0
1,5,366,0,0
0,3,993.11,0,0
0,0,751.52,10,0
0,0,683.32,14,0
0,3,881.68,6,0
1,6,369.65,4,0
0,1,757.68,14,0
1,10,332.74,25,0
0,2,563.18,12,0
1,0,397.2,28,0
1,0,860.06,28,0
0,3,933.22,14,0
0,2,854.95,16,0
